	gene_short_name
Tmem28	Tmem28
Eda	Eda
Awat2	Awat2
Otud6a	Otud6a
Igbp1	Igbp1
Dgat2l6	Dgat2l6
Awat1	Awat1
P2ry4	P2ry4
Arr3	Arr3
Pdzd11	Pdzd11
Kif4	Kif4
Gdpd2	Gdpd2
Gm14902	Gm14902
Dlg3	Dlg3
Tex11	Tex11
Slc7a3	Slc7a3
Snx12	Snx12
Foxo4	Foxo4
Gm614	Gm614
Gm20489	Gm20489
Il2rg	Il2rg
Med12	Med12
Nlgn3	Nlgn3
Gjb1	Gjb1
Zmym3	Zmym3
Nono	Nono
Itgb1bp2	Itgb1bp2
Taf1	Taf1
Ogt	Ogt
Cxcr3	Cxcr3
Gm4779	Gm4779
8030474K03Rik	8030474K03Rik
Nhsl2	Nhsl2
Rgag4	Rgag4
Pin4	Pin4
Ercc6l	Ercc6l
Rps4x	Rps4x
Cited1	Cited1
Hdac8	Hdac8
Phka1	Phka1
Gm9112	Gm9112
Dmrtc1b	Dmrtc1b
Dmrtc1c1	Dmrtc1c1
Dmrtc1c2	Dmrtc1c2
1700031F05Rik	1700031F05Rik
Dmrtc1a	Dmrtc1a
1700011M02Rik	1700011M02Rik
Nap1l2	Nap1l2
Cdx4	Cdx4
Chic1	Chic1
Gm26952	Gm26952
Tsx	Tsx
Gm26992	Gm26992
Tsix	Tsix
Xist	Xist
Jpx	Jpx
Ftx	Ftx
Zcchc13	Zcchc13
Slc16a2	Slc16a2
Rlim	Rlim
C77370	C77370
Abcb7	Abcb7
Uprt	Uprt
Zdhhc15	Zdhhc15
1700121L16Rik	1700121L16Rik
Magee2	Magee2
Pbdc1	Pbdc1
Magee1	Magee1
5330434G04Rik	5330434G04Rik
Cypt2	Cypt2
Fgf16	Fgf16
Atrx	Atrx
Magt1	Magt1
Cox7b	Cox7b
Atp7a	Atp7a
Tlr13	Tlr13
Pgk1	Pgk1
Taf9b	Taf9b
Fnd3c2	Fnd3c2
Fndc3c1	Fndc3c1
Cysltr1	Cysltr1
Gm5127	Gm5127
Zcchc5	Zcchc5
Lpar4	Lpar4
P2ry10	P2ry10
A630033H20Rik	A630033H20Rik
Gpr174	Gpr174
Itm2a	Itm2a
Tbx22	Tbx22
2610002M06Rik	2610002M06Rik
Fam46d	Fam46d
Gm732	Gm732
Gm379	Gm379
Brwd3	Brwd3
Hmgn5	Hmgn5
Sh3bgrl	Sh3bgrl
Gm6377	Gm6377
RP23-240M8.2	RP23-240M8.2
Pou3f4	Pou3f4
Cylc1	Cylc1
Gm10112	Gm10112
Rps6ka6	Rps6ka6
Hdx	Hdx
RP23-466J17.3	RP23-466J17.3
Tex16	Tex16
4933403O08Rik	4933403O08Rik
Apool	Apool
Satl1	Satl1
2010106E10Rik	2010106E10Rik
Zfp711	Zfp711
Pof1b	Pof1b
Gm14936	Gm14936
Chm	Chm
Dach2	Dach2
Klhl4	Klhl4
Ube2dnl1	Ube2dnl1
Ube2dnl2	Ube2dnl2
4930555B12Rik	4930555B12Rik
Cpxcr1	Cpxcr1
H2afb2	H2afb2
Gm14920	Gm14920
Gm28579	Gm28579
Tgif2lx2	Tgif2lx2
Tgif2lx1	Tgif2lx1
Gm14929	Gm14929
Pabpc5	Pabpc5
Pcdh11x	Pcdh11x
H2afb3	H2afb3
Nap1l3	Nap1l3
Gm17521	Gm17521
Cldn34c1	Cldn34c1
Astx6	Astx6
Srsx	Srsx
Gm17577	Gm17577
Gm14951	Gm14951
Astx2	Astx2
Gm17412	Gm17412
Cldn34c2	Cldn34c2
Gm14950	Gm14950
Gm17467	Gm17467
Cldn34c3	Cldn34c3
Astx5	Astx5
Vmn2r121	Vmn2r121
Astx1a	Astx1a
Gm17584	Gm17584
Astx4a	Astx4a
Gm17469	Gm17469
Astx4b	Astx4b
Astx1b	Astx1b
Gm17361	Gm17361
Gm21616	Gm21616
Astx4c	Astx4c
Gm17693	Gm17693
Astx1c	Astx1c
Gm17522	Gm17522
Astx4d	Astx4d
Gm17267	Gm17267
Astx3	Astx3
4932411N23Rik	4932411N23Rik
Gm382	Gm382
4921511C20Rik	4921511C20Rik
Cldn34c4	Cldn34c4
4930558G05Rik	4930558G05Rik
Diaph2	Diaph2
Pcdh19	Pcdh19
Gm26851	Gm26851
Tnmd	Tnmd
Tspan6	Tspan6
Srpx2	Srpx2
Sytl4	Sytl4
Cstf2	Cstf2
Nox1	Nox1
Xkrx	Xkrx
Arl13a	Arl13a
Trmt2b	Trmt2b
Tmem35	Tmem35
Cenpi	Cenpi
Drp2	Drp2
Taf7l	Taf7l
Timm8a1	Timm8a1
Btk	Btk
Rpl36a	Rpl36a
Gla	Gla
Hnrnph2	Hnrnph2
Armcx4	Armcx4
Armcx1	Armcx1
Armcx6	Armcx6
Armcx3	Armcx3
Armcx2	Armcx2
Nxf2	Nxf2
Zmat1	Zmat1
Gm15023	Gm15023
Tceal6	Tceal6
Pramel3	Pramel3
Gm5128	Gm5128
Gm7903	Gm7903
AV320801	AV320801
Nxf7	Nxf7
Prame	Prame
Tcp11x2	Tcp11x2
Tmsb15a	Tmsb15a
Armcx5	Armcx5
Gprasp1	Gprasp1
Bhlhb9	Bhlhb9
Gprasp2	Gprasp2
Arxes2	Arxes2
Arxes1	Arxes1
Bex2	Bex2
Nxf3	Nxf3
Bex4	Bex4
Tceal8	Tceal8
Tceal5	Tceal5
Bex1	Bex1
Tceal7	Tceal7
Wbp5	Wbp5
Ngfrap1	Ngfrap1
Kir3dl2	Kir3dl2
Kir3dl1	Kir3dl1
Tceal3	Tceal3
Tceal1	Tceal1
Morf4l2	Morf4l2
Glra4	Glra4
Plp1	Plp1
Rab9b	Rab9b
H2bfm	H2bfm
Tmsb15l	Tmsb15l
Tmsb15b2	Tmsb15b2
Tmsb15b1	Tmsb15b1
Slc25a53	Slc25a53
Zcchc18	Zcchc18
Fam199x	Fam199x
Esx1	Esx1
Il1rapl2	Il1rapl2
Tex13a	Tex13a
Nrk	Nrk
Serpina7	Serpina7
4930513O06Rik	4930513O06Rik
4933428M09Rik	4933428M09Rik
Mum1l1	Mum1l1
Trap1a	Trap1a
D330045A20Rik	D330045A20Rik
Rnf128	Rnf128
Tbc1d8b	Tbc1d8b
Gm15013	Gm15013
Ripply1	Ripply1
Cldn2	Cldn2
Morc4	Morc4
Rbm41	Rbm41
Nup62cl	Nup62cl
Pih1h3b	Pih1h3b
Gm15046	Gm15046
Frmpd3	Frmpd3
Prps1	Prps1
Tsc22d3	Tsc22d3
Mid2	Mid2
Eif2c5	Eif2c5
Tex13	Tex13
Vsig1	Vsig1
Psmd10	Psmd10
Atg4a	Atg4a
Col4a6	Col4a6
Col4a5	Col4a5
Irs4	Irs4
Gm15295	Gm15295
Gm15294	Gm15294
Gm15298	Gm15298
Gucy2f	Gucy2f
Nxt2	Nxt2
Kcne1l	Kcne1l
Acsl4	Acsl4
Tmem164	Tmem164
Ammecr1	Ammecr1
Rgag1	Rgag1
Chrdl1	Chrdl1
Pak3	Pak3
Capn6	Capn6
Dcx	Dcx
A730046J19Rik	A730046J19Rik
Alg13	Alg13
Trpc5	Trpc5
Trpc5os	Trpc5os
Zcchc16	Zcchc16
Lhfpl1	Lhfpl1
Amot	Amot
Htr2c	Htr2c
Il13ra2	Il13ra2
Lrch2	Lrch2
Gm15128	Gm15128
Gm15080	Gm15080
Gm15107	Gm15107
Gm15114	Gm15114
Gm8334	Gm8334
Gm15127	Gm15127
Luzp4	Luzp4
Gm15099	Gm15099
Ott	Ott
Gm15092	Gm15092
Gm15093	Gm15093
Gm15100	Gm15100
Gm15085	Gm15085
Gm15086	Gm15086
Gm10439	Gm10439
Gm15097	Gm15097
Gm15091	Gm15091
Gm15104	Gm15104
Tmem29	Tmem29
Apex2	Apex2
Alas2	Alas2
Pfkfb1	Pfkfb1
Tro	Tro
Maged2	Maged2
Gm27191	Gm27191
Gnl3l	Gnl3l
Fgd1	Fgd1
Tsr2	Tsr2
Gm15138	Gm15138
Wnk3	Wnk3
A230072E10Rik	A230072E10Rik
Fam120c	Fam120c
Phf8	Phf8
Huwe1	Huwe1
Hsd17b10	Hsd17b10
Ribc1	Ribc1
Smc1a	Smc1a
Iqsec2	Iqsec2
Kdm5c	Kdm5c
Kantr	Kantr
Tspyl2	Tspyl2
Gpr173	Gpr173
Cldn34a	Cldn34a
Shroom2	Shroom2
Gpr143	Gpr143
Usp51	Usp51
Mageh1	Mageh1
Foxr2	Foxr2
Rragb	Rragb
Klf8	Klf8
Ubqln2	Ubqln2
Cypt3	Cypt3
Kctd12b	Kctd12b
RP23-106P7.5	RP23-106P7.5
2210013O21Rik	2210013O21Rik
Spin2c	Spin2c
Samt1	Samt1
4921511M17Rik	4921511M17Rik
Gm10057	Gm10057
Gm15140	Gm15140
4930524N10Rik	4930524N10Rik
Samt4	Samt4
Samt2	Samt2
Cldn34b1	Cldn34b1
Magea6	Magea6
Magea3	Magea3
Magea8	Magea8
Magea2	Magea2
Magea5	Magea5
Magea1	Magea1
Cldn34b2	Cldn34b2
Sat1	Sat1
Acot9	Acot9
Prdx4	Prdx4
Ptchd1	Ptchd1
Gm15156	Gm15156
Gm15155	Gm15155
Phex	Phex
Sms	Sms
Mbtps2	Mbtps2
Yy2	Yy2
Smpx	Smpx
Gm15169	Gm15169
Klhl34	Klhl34
Cnksr2	Cnksr2
Rps6ka3	Rps6ka3
Eif1ax	Eif1ax
Map7d2	Map7d2
A830080D01Rik	A830080D01Rik
Sh3kbp1	Sh3kbp1
Map3k15	Map3k15
Pdha1	Pdha1
Adgrg2	Adgrg2
Gm15241	Gm15241
Phka2	Phka2
Gm15243	Gm15243
Ppef1	Ppef1
Rs1	Rs1
Cdkl5	Cdkl5
Gja6	Gja6
Scml2	Scml2
Gm15262	Gm15262
Rai2	Rai2
Scml1	Scml1
Gm15205	Gm15205
Nhs	Nhs
Gm15202	Gm15202
Reps2	Reps2
Rbbp7	Rbbp7
Txlng	Txlng
Syap1	Syap1
Ctps2	Ctps2
S100g	S100g
Grpr	Grpr
Rnf138rt1	Rnf138rt1
Ap1s2	Ap1s2
Zrsr2	Zrsr2
Car5b	Car5b
Siah1b	Siah1b
Tmem27	Tmem27
Ace2	Ace2
Bmx	Bmx
Pir	Pir
Figf	Figf
Piga	Piga
Asb11	Asb11
Asb9	Asb9
Mospd2	Mospd2
Fancb	Fancb
Gm17604	Gm17604
Glra2	Glra2
Gemin8	Gemin8
Gpm6b	Gpm6b
Ofd1	Ofd1
Trappc2	Trappc2
Rab9	Rab9
Tceanc	Tceanc
Egfl6	Egfl6
Gm15226	Gm15226
Gm1720	Gm1720
Gm15230	Gm15230
Gm8817	Gm8817
Gm15232	Gm15232
Gm15228	Gm15228
Tmsb4x	Tmsb4x
Tlr8	Tlr8
Tlr7	Tlr7
Prps2	Prps2
Gm15239	Gm15239
Frmpd4	Frmpd4
Msl3	Msl3
Arhgap6	Arhgap6
Gm15261	Gm15261
Amelx	Amelx
Hccs	Hccs
Gm15245	Gm15245
Mid1	Mid1
4933400A11Rik	4933400A11Rik
Gm15726	Gm15726
Gm15247	Gm15247
Gm21887	Gm21887
Asmt	Asmt
Hnf4g	Hnf4g
1110015O18Rik	1110015O18Rik
Gm17308	Gm17308
2700069I18Rik	2700069I18Rik
Zfhx4	Zfhx4
4930555M17Rik	4930555M17Rik
Pex2	Pex2
Gm8797	Gm8797
Gm37350	Gm37350
1700008P02Rik	1700008P02Rik
Pkia	Pkia
Zc2hc1a	Zc2hc1a
Il7	Il7
Gm16685	Gm16685
1700010I02Rik	1700010I02Rik
Stmn2	Stmn2
Gm32496	Gm32496
Hey1	Hey1
C230057A21Rik	C230057A21Rik
Mrps28	Mrps28
Tpd52	Tpd52
4930539M17Rik	4930539M17Rik
Zbtb10	Zbtb10
C030034L19Rik	C030034L19Rik
Zfp704	Zfp704
Pag1	Pag1
Gm16337	Gm16337
Fabp5	Fabp5
Gm38335	Gm38335
Gm9833	Gm9833
Pmp2	Pmp2
Gm37389	Gm37389
Fabp9	Fabp9
Fabp4	Fabp4
Fabp12	Fabp12
Impa1	Impa1
Gm38303	Gm38303
Slc10a5	Slc10a5
Zfand1	Zfand1
Chmp4c	Chmp4c
Snx16	Snx16
Gm10745	Gm10745
Gm2464	Gm2464
Gm38112	Gm38112
Gm2464.1	Gm2464.1
Ralyl	Ralyl
Slc7a12	Slc7a12
Lrrcc1	Lrrcc1
E2f5	E2f5
1810022K09Rik	1810022K09Rik
Car13	Car13
Car1	Car1
Car3	Car3
Car2	Car2
A930001A20Rik	A930001A20Rik
Gm33819	Gm33819
Gm9733	Gm9733
Sirpb1a	Sirpb1a
Sirpb1b	Sirpb1b
Gm37468	Gm37468
Sirpb1c	Sirpb1c
Gm5150	Gm5150
Ythdf3	Ythdf3
Gm30340	Gm30340
Mir124-2hg	Mir124-2hg
Cypt12	Cypt12
Bhlhe22	Bhlhe22
Cyp7b1	Cyp7b1
Gm30667	Gm30667
4930433B08Rik	4930433B08Rik
Armc1	Armc1
Mtfr1	Mtfr1
Pde7a	Pde7a
Gm16093	Gm16093
Dnajc5b	Dnajc5b
1700064H15Rik	1700064H15Rik
Trim55	Trim55
Crh	Crh
4632415L05Rik	4632415L05Rik
Cp	Cp
Hps3	Hps3
Hltf	Hltf
Gyg	Gyg
Cpa3	Cpa3
Cpb1	Cpb1
Gm43525	Gm43525
Agtr1b	Agtr1b
Gm31466	Gm31466
Gm29137	Gm29137
Gm43673	Gm43673
Gm43674	Gm43674
Gm43672	Gm43672
Tbl1xr1	Tbl1xr1
Gm38324	Gm38324
Gm37021	Gm37021
4930412E21Rik	4930412E21Rik
Naaladl2	Naaladl2
Nlgn1	Nlgn1
A830092H15Rik	A830092H15Rik
Spata16	Spata16
Ect2	Ect2
1700125G22Rik	1700125G22Rik
Nceh1	Nceh1
Tnfsf10	Tnfsf10
Ghsr	Ghsr
Fndc3b	Fndc3b
Tmem212	Tmem212
Pld1	Pld1
Tnik	Tnik
Slc2a2	Slc2a2
1700112D23Rik	1700112D23Rik
Eif5a2	Eif5a2
Gm32950	Gm32950
Rpl22l1	Rpl22l1
Gm33051	Gm33051
Gm37867	Gm37867
Gm1527	Gm1527
Egfem1	Egfem1
Gm33206	Gm33206
Mannr	Mannr
Mecom	Mecom
Mecomos	Mecomos
Gm38258	Gm38258
Actrt3	Actrt3
Mynn	Mynn
Lrrc34	Lrrc34
Lrriq4	Lrriq4
Lrrc31	Lrrc31
Gm15462	Gm15462
Samd7	Samd7
4933429H19Rik	4933429H19Rik
Sec62	Sec62
Gpr160	Gpr160
Phc3	Phc3
Prkci	Prkci
Skil	Skil
Cldn11	Cldn11
Slc7a14	Slc7a14
Gm15496	Gm15496
Gm38025	Gm38025
Kcnmb2	Kcnmb2
Zmat3	Zmat3
Pik3ca	Pik3ca
Kcnmb3	Kcnmb3
Zfp639	Zfp639
Gm37592	Gm37592
Mfn1	Mfn1
Gnb4	Gnb4
Gm37640	Gm37640
Actl6a	Actl6a
Mrpl47	Mrpl47
Ndufb5	Ndufb5
Usp13	Usp13
Gm37459	Gm37459
Pex5l	Pex5l
4930419G24Rik	4930419G24Rik
Gm43666	Gm43666
Ttc14	Ttc14
Ccdc39	Ccdc39
Gm43140	Gm43140
4930431L21Rik	4930431L21Rik
Gm43077	Gm43077
Fxr1	Fxr1
Dnajc19	Dnajc19
Gm38505	Gm38505
Gm43208	Gm43208
Gm20515	Gm20515
Gm29135	Gm29135
Gm42695	Gm42695
Gm43207	Gm43207
Sox2	Sox2
Gm3143	Gm3143
Gm38509	Gm38509
Gm43003	Gm43003
Gm6639	Gm6639
Atp11b	Atp11b
Dcun1d1	Dcun1d1
Gm15952	Gm15952
Mccc1	Mccc1
Mccc1os	Mccc1os
Ccdc144b	Ccdc144b
Acad9	Acad9
Gm43079	Gm43079
D3Ertd254e	D3Ertd254e
Qrfpr	Qrfpr
Gm43255	Gm43255
Gm43204	Gm43204
Anxa5	Anxa5
1810062G17Rik	1810062G17Rik
Gm11548	Gm11548
Gm11549	Gm11549
Exosc9	Exosc9
Ccna2	Ccna2
Bbs7	Bbs7
Trpc3	Trpc3
4932438A13Rik	4932438A13Rik
Gm12531	Gm12531
Adad1	Adad1
Il2	Il2
Gm12532	Gm12532
Il21	Il21
Gm12534	Gm12534
Cetn4	Cetn4
Bbs12	Bbs12
Fgf2os	Fgf2os
Fgf2	Fgf2
Nudt6	Nudt6
Spata5	Spata5
4930594O21Rik	4930594O21Rik
Spry1	Spry1
Gm5148	Gm5148
Gm42921	Gm42921
Gm20755	Gm20755
Gm43821	Gm43821
5430434I15Rik	5430434I15Rik
Gm42920	Gm42920
Gm43536	Gm43536
Ankrd50	Ankrd50
Gm43538	Gm43538
C230034O21Rik	C230034O21Rik
Fat4	Fat4
Gm43539	Gm43539
1700017G19Rik	1700017G19Rik
Intu	Intu
Slc25a31	Slc25a31
Hspa4l	Hspa4l
Plk4	Plk4
Mfsd8	Mfsd8
Abhd18	Abhd18
1700034I23Rik	1700034I23Rik
Larp1b	Larp1b
Pgrmc2	Pgrmc2
Gm42784	Gm42784
Gm16508	Gm16508
Gm30852	Gm30852
Gm42434	Gm42434
Platr4	Platr4
Gm43733	Gm43733
Jade1	Jade1
Gm31266	Gm31266
Sclt1	Sclt1
D3Ertd751e	D3Ertd751e
Pcdh10	Pcdh10
1700027H10Rik	1700027H10Rik
Pabpc4l	Pabpc4l
1700018B24Rik	1700018B24Rik
Gm37190	Gm37190
Gm31415	Gm31415
Gm20557	Gm20557
Pcdh18	Pcdh18
Slc7a11	Slc7a11
Gm37854	Gm37854
Gm29230	Gm29230
Gm38246	Gm38246
Noct	Noct
Elf2	Elf2
Gm5103	Gm5103
Mgarp	Mgarp
Ndufc1	Ndufc1
Naa15	Naa15
Rab33b	Rab33b
Setd7	Setd7
Mgst2	Mgst2
Maml3	Maml3
Gm37229	Gm37229
Gm20089	Gm20089
Gm37202	Gm37202
Gm30074	Gm30074
Gm37170	Gm37170
Foxo1	Foxo1
Gm20402	Gm20402
Gm30173	Gm30173
Gm2447	Gm2447
Gm30292	Gm30292
Gm20750	Gm20750
Cog6	Cog6
Gm42901	Gm42901
Lhfp	Lhfp
Gm43803	Gm43803
Nhlrc3	Nhlrc3
Gm16206	Gm16206
Proser1	Proser1
Stoml3	Stoml3
Frem2	Frem2
Gm43565	Gm43565
C820005J03Rik	C820005J03Rik
Gm10985	Gm10985
Ufm1	Ufm1
Gm31026	Gm31026
Trpc4	Trpc4
Postn	Postn
Gm26678	Gm26678
Supt20	Supt20
Gm21958	Gm21958
Exosc8	Exosc8
Alg5	Alg5
Smad9	Smad9
Rfxap	Rfxap
Sertm1	Sertm1
Ccna1	Ccna1
4931419H13Rik	4931419H13Rik
Spg20	Spg20
Ccdc169	Ccdc169
Sohlh2	Sohlh2
Dclk1	Dclk1
Gm42609	Gm42609
Gm21954	Gm21954
Gm43549	Gm43549
Nbea	Nbea
Mab21l1	Mab21l1
Gm43376	Gm43376
Tm4sf1	Tm4sf1
Tm4sf4	Tm4sf4
Wwtr1	Wwtr1
Gm26671	Gm26671
Commd2	Commd2
Ankub1	Ankub1
Rnf13	Rnf13
Pfn2	Pfn2
Gm42512	Gm42512
4921539H07Rik	4921539H07Rik
1700007F19Rik	1700007F19Rik
Tsc22d2	Tsc22d2
Serp1	Serp1
Eif2a	Eif2a
Selt	Selt
Erich6	Erich6
Siah2	Siah2
4930593A02Rik	4930593A02Rik
Clrn1	Clrn1
Gm43570	Gm43570
Med12l	Med12l
Gpr171	Gpr171
P2ry14	P2ry14
Gpr87	Gpr87
P2ry13	P2ry13
P2ry12	P2ry12
Igsf10	Igsf10
Gm38186	Gm38186
Gm5538	Gm5538
Gm8298	Gm8298
C130079G13Rik	C130079G13Rik
Aadacl2	Aadacl2
Aadac	Aadac
Sucnr1	Sucnr1
Mbnl1	Mbnl1
Gm38326	Gm38326
Gm37035	Gm37035
P2ry1	P2ry1
Gm37696	Gm37696
Rap2b	Rap2b
B430305J03Rik	B430305J03Rik
9330121J05Rik	9330121J05Rik
Arhgef26	Arhgef26
Dhx36	Dhx36
Gpr149	Gpr149
Mme	Mme
Gm34240	Gm34240
Gm34302	Gm34302
Plch1	Plch1
E130311K13Rik	E130311K13Rik
Slc33a1	Slc33a1
Gm26850	Gm26850
Gmps	Gmps
Vmn2r1	Vmn2r1
Vmn2r2	Vmn2r2
Vmn2r3	Vmn2r3
Vmn2r4	Vmn2r4
Vmn2r5	Vmn2r5
Vmn2r6	Vmn2r6
Vmn2r7	Vmn2r7
Kcnab1	Kcnab1
A330015K06Rik	A330015K06Rik
A730090N16Rik	A730090N16Rik
Ssr3	Ssr3
Tiparp	Tiparp
Lekr1	Lekr1
Gm37359	Gm37359
Ccnl1	Ccnl1
Gm37305	Gm37305
Veph1	Veph1
Ptx3	Ptx3
Shox2	Shox2
Rsrc1	Rsrc1
Gm17402	Gm17402
Mlf1	Mlf1
Gfm1	Gfm1
Lxn	Lxn
Rarres1	Rarres1
Gm35299	Gm35299
4930402C01Rik	4930402C01Rik
Mfsd1	Mfsd1
Iqcj	Iqcj
Schip1	Schip1
Schip1.1	Schip1.1
Il12a	Il12a
4930535E02Rik	4930535E02Rik
Gm35584	Gm35584
Gm17641	Gm17641
1110032F04Rik	1110032F04Rik
Ift80	Ift80
Smc4	Smc4
Trim59	Trim59
Kpna4	Kpna4
Gm1647	Gm1647
Arl14	Arl14
Ppm1l	Ppm1l
B3galnt1	B3galnt1
Nmd3	Nmd3
Sptssb	Sptssb
Otol1	Otol1
Gm6634	Gm6634
Sis	Sis
Slitrk3	Slitrk3
Gm20754	Gm20754
Gm38353	Gm38353
4930509J09Rik	4930509J09Rik
Bche	Bche
Gm20356	Gm20356
Zbbx	Zbbx
Serpini2	Serpini2
Wdr49	Wdr49
Pdcd10	Pdcd10
Serpini1	Serpini1
Platr10	Platr10
Gm29133	Gm29133
Golim4	Golim4
Gm37256	Gm37256
Fstl5	Fstl5
Rapgef2	Rapgef2
4921511C10Rik	4921511C10Rik
6430573P05Rik	6430573P05Rik
Gm17359	Gm17359
Fnip2	Fnip2
4930589L23Rik	4930589L23Rik
Ppid	Ppid
Etfdh	Etfdh
4930579G24Rik	4930579G24Rik
Rxfp1	Rxfp1
Tmem144	Tmem144
Gm36569	Gm36569
Fam198b	Fam198b
A330069K06Rik	A330069K06Rik
Gm37892	Gm37892
Gm37971	Gm37971
Gria2	Gria2
Glrb	Glrb
Gm42468	Gm42468
Gm42476	Gm42476
Pdgfc	Pdgfc
Gm16000	Gm16000
Gm43346	Gm43346
A830029E22Rik	A830029E22Rik
Ctso	Ctso
Tdo2	Tdo2
Asic5	Asic5
Gucy1b3	Gucy1b3
Gucy1a3	Gucy1a3
Map9	Map9
Npy2r	Npy2r
Gm30043	Gm30043
Gm43348	Gm43348
Rbm46	Rbm46
Rbm46os	Rbm46os
Lrat	Lrat
Gm30097	Gm30097
Fgg	Fgg
Fga	Fga
Fgb	Fgb
Plrg1	Plrg1
Gm10710	Gm10710
Dchs2	Dchs2
Gm38096	Gm38096
1700028M03Rik	1700028M03Rik
Sfrp2	Sfrp2
Gm26771	Gm26771
Tlr2	Tlr2
D930015E06Rik	D930015E06Rik
Mnd1	Mnd1
Trim2	Trim2
Gm6525	Gm6525
4930565D16Rik	4930565D16Rik
Fhdc1	Fhdc1
Arfip1	Arfip1
Gm37240	Gm37240
Tigd4	Tigd4
Tmem154	Tmem154
Fbxw7	Fbxw7
1700036G14Rik	1700036G14Rik
Gm42813	Gm42813
Gm42812	Gm42812
Gatb	Gatb
Fam160a1	Fam160a1
Glt28d2	Glt28d2
Sh3d19	Sh3d19
Prss48	Prss48
Rps3a1	Rps3a1
Gm37933	Gm37933
Lrba	Lrba
Mab21l2	Mab21l2
Gm37876	Gm37876
Dclk2	Dclk2
Cd1d2	Cd1d2
Cd1d1	Cd1d1
Kirrel	Kirrel
Gm37855	Gm37855
Fcrls	Fcrls
Cd5l	Cd5l
Fcrl1	Fcrl1
Fcrl5	Fcrl5
Etv3	Etv3
Arhgef11	Arhgef11
Lrrc71	Lrrc71
Pear1	Pear1
Ntrk1	Ntrk1
Insrr	Insrr
Sh2d2a	Sh2d2a
Prcc	Prcc
Hdgf	Hdgf
Mrpl24	Mrpl24
Rrnad1	Rrnad1
Isg20l2	Isg20l2
Crabp2	Crabp2
Nes	Nes
Bcan	Bcan
Hapln2	Hapln2
Gpatch4	Gpatch4
Apoa1bp	Apoa1bp
Ttc24	Ttc24
Iqgap3	Iqgap3
Mef2d	Mef2d
1700113A16Rik	1700113A16Rik
AI849053	AI849053
Gm3764	Gm3764
Rhbg	Rhbg
Gm38392	Gm38392
Tsacc	Tsacc
Cct3	Cct3
Glmp	Glmp
Tmem79	Tmem79
Smg5	Smg5
Paqr6	Paqr6
Bglap3	Bglap3
Bglap2	Bglap2
Bglap	Bglap
Pmf1	Pmf1
Slc25a44	Slc25a44
Sema4a	Sema4a
Lmna	Lmna
Gm37584	Gm37584
Mex3a	Mex3a
Rab25	Rab25
Lamtor2	Lamtor2
Ubqln4	Ubqln4
Ssr2	Ssr2
Arhgef2	Arhgef2
Gm20652	Gm20652
Rxfp4	Rxfp4
Gm43714	Gm43714
2810403A07Rik	2810403A07Rik
Rit1	Rit1
Gm17146	Gm17146
Syt11	Syt11
Gon4l	Gon4l
Gm43713	Gm43713
Msto1	Msto1
Dap3	Dap3
Ash1l	Ash1l
Gm43738	Gm43738
Rusc1	Rusc1
Fdps	Fdps
Pklr	Pklr
Hcn3	Hcn3
Clk2	Clk2
Scamp3	Scamp3
Gm16069	Gm16069
Fam189b	Fam189b
Gba	Gba
Mtx1	Mtx1
Thbs3	Thbs3
Muc1	Muc1
Trim46	Trim46
Krtcap2	Krtcap2
Dpm3	Dpm3
Slc50a1	Slc50a1
Efna1	Efna1
Efna3	Efna3
Gm15998	Gm15998
Efna4	Efna4
4731419I09Rik	4731419I09Rik
Adam15	Adam15
Dcst1	Dcst1
Dcst2	Dcst2
Zbtb7b	Zbtb7b
Gm15417	Gm15417
Lenep	Lenep
Flad1	Flad1
Cks1b	Cks1b
Shc1	Shc1
Pygo2	Pygo2
Pbxip1	Pbxip1
Pmvk	Pmvk
Kcnn3	Kcnn3
Adar	Adar
Chrnb2	Chrnb2
4632404H12Rik	4632404H12Rik
Ube2q1	Ube2q1
She	She
Il6ra	Il6ra
Gm42809	Gm42809
Atp8b2	Atp8b2
Hax1	Hax1
Gm19710	Gm19710
Ubap2l	Ubap2l
4933434E20Rik	4933434E20Rik
Tpm3	Tpm3
Nup210l	Nup210l
Rps27	Rps27
Rab13	Rab13
Jtb	Jtb
Creb3l4	Creb3l4
Slc39a1	Slc39a1
Crtc2	Crtc2
Dennd4b	Dennd4b
4930537H20Rik	4930537H20Rik
Gatad2b	Gatad2b
Slc27a3	Slc27a3
Ints3	Ints3
Npr1	Npr1
Gm16048	Gm16048
Ilf2	Ilf2
Snapin	Snapin
Chtop	Chtop
S100a1	S100a1
S100a13	S100a13
S100a14	S100a14
S100a16	S100a16
S100a3	S100a3
S100a2	S100a2
Gm42674	Gm42674
S100a4	S100a4
S100a5	S100a5
S100a6	S100a6
S100a7a	S100a7a
S100a8	S100a8
S100a9	S100a9
Pglyrp4	Pglyrp4
Gm5849	Gm5849
9130204L05Rik	9130204L05Rik
Pglyrp3	Pglyrp3
Lor	Lor
Gm43736	Gm43736
Gm43735	Gm43735
Prr9	Prr9
Lelp1	Lelp1
Gm43740	Gm43740
Sprr2a1	Sprr2a1
Sprr2a2	Sprr2a2
Sprr2a3	Sprr2a3
Sprr2b	Sprr2b
Sprr2d	Sprr2d
Sprr2e	Sprr2e
Sprr2f	Sprr2f
Sprr2h	Sprr2h
Sprr2i	Sprr2i
